ano,mes,data,regiao,uf,cidade,tipo_acidente,periodo_dia,acidentes,feridos,mortes,chuva_mm,visibilidade,veiculos_envolvidos,nivel_gravidade
2015,7,2015-07-01,Nordeste,BA,Salvador,Capotamento,Noite,27,21,2,37.7,Ruim,36,Moderado
2015,7,2015-07-01,Nordeste,BA,Feira de Santana,Saída de pista,Tarde,15,14,3,45.0,Ruim,28,Moderado
2015,7,2015-07-01,Nordeste,PE,Recife,Colisão,Madrugada,23,5,2,25.5,Moderada,34,Leve
2015,7,2015-07-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Madrugada,19,11,0,28.0,Moderada,43,Moderado
2015,7,2015-07-01,Nordeste,CE,Fortaleza,Colisão,Tarde,15,12,2,17.5,Boa,38,Moderado
2015,7,2015-07-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Manhã,27,14,0,20.3,Moderada,36,Grave
2015,7,2015-07-01,Nordeste,MA,São Luís,Capotamento,Manhã,26,17,2,14.2,Muito ruim,38,Moderado
2015,7,2015-07-01,Nordeste,PB,João Pessoa,Capotamento,Tarde,16,12,3,28.5,Moderada,25,Grave
2015,7,2015-07-01,Centro-Oeste,DF,Brasília,Saída de pista,Noite,19,7,1,51.3,Boa,38,Leve
2015,7,2015-07-01,Centro-Oeste,GO,Goiânia,Capotamento,Madrugada,22,13,3,26.3,Muito ruim,29,Crítico
2015,7,2015-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Tarde,24,13,2,21.1,Ruim,36,Leve
2015,7,2015-07-01,Centro-Oeste,MT,Cuiabá,Saída de pista,Manhã,22,8,1,13.3,Moderada,35,Grave
2015,7,2015-07-01,Centro-Oeste,MS,Campo Grande,Atropelamento,Manhã,23,15,2,36.3,Ruim,45,Moderado
2015,7,2015-07-01,Sudeste,SP,São Paulo,Colisão,Madrugada,28,11,1,38.3,Ruim,45,Leve
2015,7,2015-07-01,Sudeste,SP,Campinas,Colisão,Tarde,17,7,1,13.3,Ruim,41,Crítico
2015,7,2015-07-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Manhã,22,9,1,37.8,Moderada,41,Grave
2015,7,2015-07-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Madrugada,19,12,3,38.0,Muito ruim,38,Moderado
2015,7,2015-07-01,Sudeste,RJ,Niterói,Capotamento,Tarde,25,10,2,10.5,Boa,37,Grave
2015,7,2015-07-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Tarde,22,11,2,4.7,Ruim,27,Grave
2015,7,2015-07-01,Sudeste,RJ,Petrópolis,Capotamento,Manhã,24,11,1,46.0,Moderada,40,Crítico
2015,7,2015-07-01,Sudeste,MG,Belo Horizonte,Colisão,Noite,25,12,2,72.2,Moderada,40,Moderado
2015,7,2015-07-01,Sudeste,MG,Uberlândia,Capotamento,Tarde,22,18,3,23.8,Muito ruim,38,Leve
2015,7,2015-07-01,Sudeste,MG,Juiz de Fora,Saída de pista,Madrugada,17,9,0,26.1,Moderada,34,Grave
2015,7,2015-07-01,Sudeste,ES,Vitória,Atropelamento,Noite,22,9,0,34.1,Moderada,34,Crítico
2015,7,2015-07-01,Sudeste,ES,Vila Velha,Saída de pista,Manhã,18,4,1,17.4,Boa,32,Moderado
2015,7,2015-07-01,Sudeste,ES,Serra,Saída de pista,Manhã,10,7,3,15.8,Muito ruim,40,Crítico
2015,7,2015-07-01,Sul,PR,Curitiba,Atropelamento,Madrugada,24,17,2,24.6,Moderada,37,Leve
2015,7,2015-07-01,Sul,PR,Londrina,Atropelamento,Madrugada,30,15,0,12.7,Muito ruim,37,Crítico
2015,7,2015-07-01,Sul,SC,Florianópolis,Saída de pista,Tarde,22,16,0,7.1,Boa,37,Crítico
2015,7,2015-07-01,Sul,SC,Joinville,Colisão,Tarde,25,5,1,110.0,Ruim,37,Leve
2015,7,2015-07-01,Sul,RS,Porto Alegre,Saída de pista,Noite,16,15,0,13.3,Boa,37,Moderado
2015,7,2015-07-01,Sul,RS,Caxias do Sul,Colisão,Tarde,22,9,1,82.6,Muito ruim,31,Grave
2015,8,2015-08-01,Norte,AM,Manaus,Capotamento,Madrugada,21,12,1,14.0,Moderada,31,Moderado
2015,8,2015-08-01,Norte,PA,Belém,Atropelamento,Madrugada,24,12,3,35.3,Moderada,28,Crítico
2015,8,2015-08-01,Norte,PA,Santarém,Saída de pista,Manhã,21,9,1,34.1,Boa,21,Leve
2015,8,2015-08-01,Norte,RO,Porto Velho,Saída de pista,Madrugada,23,9,1,29.2,Boa,36,Leve
2015,8,2015-08-01,Norte,TO,Palmas,Colisão,Noite,22,14,1,18.4,Ruim,24,Crítico
2015,8,2015-08-01,Nordeste,BA,Salvador,Capotamento,Tarde,21,5,0,13.3,Muito ruim,37,Grave
2015,8,2015-08-01,Nordeste,BA,Feira de Santana,Capotamento,Madrugada,23,9,0,71.4,Moderada,30,Leve
2015,8,2015-08-01,Nordeste,PE,Recife,Saída de pista,Madrugada,24,7,2,39.5,Boa,37,Crítico
2015,8,2015-08-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Noite,13,12,2,15.8,Moderada,37,Grave
2015,8,2015-08-01,Nordeste,CE,Fortaleza,Atropelamento,Noite,20,5,2,24.3,Ruim,29,Moderado
2015,8,2015-08-01,Nordeste,CE,Juazeiro do Norte,Saída de pista,Madrugada,14,8,1,19.5,Boa,39,Grave
2015,8,2015-08-01,Nordeste,MA,São Luís,Colisão,Noite,17,19,0,14.5,Moderada,30,Grave
2015,8,2015-08-01,Nordeste,PB,João Pessoa,Saída de pista,Noite,12,13,1,41.5,Moderada,33,Leve
2015,8,2015-08-01,Centro-Oeste,DF,Brasília,Colisão,Manhã,15,9,0,44.9,Ruim,35,Crítico
2015,8,2015-08-01,Centro-Oeste,GO,Goiânia,Colisão,Manhã,19,8,2,29.4,Moderada,40,Grave
2015,8,2015-08-01,Centro-Oeste,GO,Aparecida de Goiânia,Atropelamento,Manhã,17,10,1,48.4,Boa,29,Moderado
2015,8,2015-08-01,Centro-Oeste,MT,Cuiabá,Atropelamento,Tarde,21,8,0,35.0,Ruim,35,Crítico
2015,8,2015-08-01,Centro-Oeste,MS,Campo Grande,Colisão,Noite,25,11,2,15.2,Ruim,37,Crítico
2015,8,2015-08-01,Sudeste,SP,São Paulo,Colisão,Manhã,21,9,1,29.5,Muito ruim,35,Moderado
2015,8,2015-08-01,Sudeste,SP,Campinas,Saída de pista,Manhã,21,12,0,50.4,Ruim,37,Grave
2015,8,2015-08-01,Sudeste,SP,Ribeirão Preto,Saída de pista,Manhã,25,12,0,18.2,Muito ruim,29,Moderado
2015,8,2015-08-01,Sudeste,RJ,Rio de Janeiro,Saída de pista,Manhã,15,14,2,44.2,Moderada,24,Leve
2015,8,2015-08-01,Sudeste,RJ,Niterói,Atropelamento,Noite,20,7,1,13.4,Ruim,33,Leve
2015,8,2015-08-01,Sudeste,RJ,Nova Iguaçu,Colisão,Madrugada,16,10,1,24.8,Muito ruim,39,Moderado
2015,8,2015-08-01,Sudeste,RJ,Petrópolis,Capotamento,Noite,17,8,2,11.2,Ruim,30,Grave
2015,8,2015-08-01,Sudeste,MG,Belo Horizonte,Colisão,Madrugada,29,6,1,26.0,Moderada,39,Crítico
2015,8,2015-08-01,Sudeste,MG,Uberlândia,Atropelamento,Noite,18,14,0,60.8,Ruim,20,Grave
2015,8,2015-08-01,Sudeste,MG,Juiz de Fora,Atropelamento,Madrugada,18,13,1,34.7,Moderada,39,Leve
2015,8,2015-08-01,Sudeste,ES,Vitória,Atropelamento,Madrugada,36,15,0,61.1,Ruim,32,Grave
2015,8,2015-08-01,Sudeste,ES,Vila Velha,Capotamento,Manhã,23,12,1,52.5,Moderada,32,Moderado
2015,8,2015-08-01,Sudeste,ES,Serra,Colisão,Manhã,21,12,0,26.4,Muito ruim,37,Moderado
2015,8,2015-08-01,Sul,PR,Curitiba,Saída de pista,Madrugada,20,18,0,53.5,Boa,39,Leve
2015,8,2015-08-01,Sul,PR,Londrina,Atropelamento,Tarde,16,12,3,20.3,Muito ruim,31,Grave
2015,8,2015-08-01,Sul,SC,Florianópolis,Saída de pista,Manhã,11,5,1,73.0,Boa,29,Grave
2015,8,2015-08-01,Sul,SC,Joinville,Atropelamento,Madrugada,20,13,1,41.1,Boa,36,Grave
2015,8,2015-08-01,Sul,RS,Porto Alegre,Capotamento,Noite,18,10,1,13.5,Muito ruim,39,Leve
2015,8,2015-08-01,Sul,RS,Caxias do Sul,Saída de pista,Noite,29,9,3,47.4,Boa,30,Leve
2015,9,2015-09-01,Norte,AM,Manaus,Colisão,Noite,21,9,1,7.1,Ruim,41,Crítico
2015,9,2015-09-01,Norte,PA,Belém,Capotamento,Manhã,13,10,1,24.0,Boa,30,Crítico
2015,9,2015-09-01,Norte,PA,Santarém,Capotamento,Tarde,13,14,2,15.0,Muito ruim,32,Leve
2015,9,2015-09-01,Norte,RO,Porto Velho,Colisão,Manhã,25,11,2,53.6,Moderada,25,Grave
2015,9,2015-09-01,Norte,TO,Palmas,Atropelamento,Noite,24,18,0,12.2,Ruim,30,Grave
2015,9,2015-09-01,Nordeste,BA,Salvador,Saída de pista,Noite,19,19,1,22.8,Moderada,42,Leve
2015,9,2015-09-01,Nordeste,BA,Feira de Santana,Capotamento,Tarde,18,17,0,22.0,Moderada,28,Moderado
2015,9,2015-09-01,Nordeste,PE,Recife,Saída de pista,Madrugada,19,12,0,7.3,Ruim,44,Moderado
2015,9,2015-09-01,Nordeste,PE,Jaboatão dos Guararapes,Atropelamento,Noite,20,9,1,22.6,Moderada,35,Leve
2015,9,2015-09-01,Nordeste,CE,Fortaleza,Atropelamento,Madrugada,23,10,1,35.2,Muito ruim,40,Leve
2015,9,2015-09-01,Nordeste,CE,Juazeiro do Norte,Colisão,Manhã,19,12,1,55.1,Muito ruim,38,Grave
2015,9,2015-09-01,Nordeste,MA,São Luís,Colisão,Madrugada,15,12,1,29.8,Muito ruim,37,Moderado
2015,9,2015-09-01,Nordeste,PB,João Pessoa,Saída de pista,Noite,19,13,2,26.3,Muito ruim,34,Moderado
2015,9,2015-09-01,Centro-Oeste,DF,Brasília,Colisão,Madrugada,20,11,1,20.9,Moderada,35,Moderado
2015,9,2015-09-01,Centro-Oeste,GO,Goiânia,Atropelamento,Manhã,22,17,2,26.3,Muito ruim,33,Crítico
2015,9,2015-09-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Tarde,19,13,0,20.8,Ruim,42,Moderado
2015,9,2015-09-01,Centro-Oeste,MT,Cuiabá,Atropelamento,Noite,20,14,1,6.9,Boa,28,Crítico
2015,9,2015-09-01,Centro-Oeste,MS,Campo Grande,Capotamento,Madrugada,15,14,1,28.5,Moderada,33,Leve
2015,9,2015-09-01,Sudeste,SP,São Paulo,Saída de pista,Tarde,13,16,0,36.7,Boa,41,Leve
2015,9,2015-09-01,Sudeste,SP,Campinas,Colisão,Tarde,22,16,2,17.7,Muito ruim,39,Moderado
2015,9,2015-09-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Tarde,23,14,0,10.3,Boa,37,Grave
2015,9,2015-09-01,Sudeste,RJ,Rio de Janeiro,Saída de pista,Manhã,19,16,0,52.0,Muito ruim,35,Crítico
2015,9,2015-09-01,Sudeste,RJ,Niterói,Capotamento,Manhã,21,16,0,101.9,Moderada,32,Moderado
2015,9,2015-09-01,Sudeste,RJ,Nova Iguaçu,Atropelamento,Tarde,20,7,0,35.9,Moderada,24,Leve
2015,9,2015-09-01,Sudeste,RJ,Petrópolis,Colisão,Tarde,21,11,0,22.6,Ruim,34,Moderado
2015,9,2015-09-01,Sudeste,MG,Belo Horizonte,Saída de pista,Madrugada,16,18,1,66.8,Moderada,33,Moderado
2015,9,2015-09-01,Sudeste,MG,Uberlândia,Colisão,Tarde,23,12,2,8.0,Muito ruim,36,Crítico
2015,9,2015-09-01,Sudeste,MG,Juiz de Fora,Saída de pista,Noite,25,6,2,25.8,Moderada,30,Leve
2015,9,2015-09-01,Sudeste,ES,Vitória,Capotamento,Madrugada,23,11,2,21.8,Muito ruim,45,Grave
2015,9,2015-09-01,Sudeste,ES,Vila Velha,Atropelamento,Tarde,24,13,0,25.9,Muito ruim,39,Grave
2015,9,2015-09-01,Sudeste,ES,Serra,Saída de pista,Madrugada,16,11,0,36.4,Ruim,30,Leve
2015,9,2015-09-01,Sul,PR,Curitiba,Colisão,Tarde,19,11,2,37.5,Ruim,35,Leve
2015,9,2015-09-01,Sul,PR,Londrina,Colisão,Manhã,31,7,2,14.8,Muito ruim,36,Crítico
2015,9,2015-09-01,Sul,SC,Florianópolis,Saída de pista,Tarde,15,9,0,81.6,Muito ruim,32,Leve
2015,9,2015-09-01,Sul,SC,Joinville,Colisão,Tarde,20,15,1,58.5,Moderada,33,Grave
2015,9,2015-09-01,Sul,RS,Porto Alegre,Atropelamento,Noite,26,15,0,20.1,Boa,27,Moderado
2015,9,2015-09-01,Sul,RS,Caxias do Sul,Capotamento,Manhã,22,18,0,6.6,Boa,35,Grave
2015,10,2015-10-01,Norte,AM,Manaus,Colisão,Tarde,15,19,1,27.8,Muito ruim,46,Crítico
2015,10,2015-10-01,Norte,PA,Belém,Capotamento,Madrugada,17,18,0,14.4,Boa,36,Leve
2015,10,2015-10-01,Norte,PA,Santarém,Capotamento,Madrugada,18,12,1,20.7,Muito ruim,36,Grave
2015,10,2015-10-01,Norte,RO,Porto Velho,Atropelamento,Noite,20,12,1,12.8,Boa,36,Grave
2015,10,2015-10-01,Norte,TO,Palmas,Colisão,Noite,20,17,0,12.4,Boa,34,Grave
2015,10,2015-10-01,Nordeste,BA,Salvador,Saída de pista,Manhã,22,20,3,8.7,Boa,28,Crítico
2015,10,2015-10-01,Nordeste,BA,Feira de Santana,Atropelamento,Noite,24,9,2,4.2,Ruim,35,Moderado
2015,10,2015-10-01,Nordeste,PE,Recife,Saída de pista,Noite,29,14,2,29.4,Ruim,33,Leve
2015,10,2015-10-01,Nordeste,PE,Jaboatão dos Guararapes,Saída de pista,Noite,18,17,2,24.8,Muito ruim,36,Crítico
2015,10,2015-10-01,Nordeste,CE,Fortaleza,Atropelamento,Manhã,21,17,2,30.0,Ruim,26,Leve
2015,10,2015-10-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Tarde,18,10,0,18.8,Boa,33,Grave
2015,10,2015-10-01,Nordeste,MA,São Luís,Colisão,Tarde,27,12,2,13.2,Moderada,44,Leve
2015,10,2015-10-01,Nordeste,PB,João Pessoa,Colisão,Madrugada,17,7,1,13.2,Boa,34,Moderado
2015,10,2015-10-01,Centro-Oeste,DF,Brasília,Capotamento,Manhã,19,7,0,11.1,Muito ruim,44,Leve
2015,10,2015-10-01,Centro-Oeste,GO,Goiânia,Capotamento,Noite,21,8,0,48.9,Moderada,22,Grave
2015,10,2015-10-01,Centro-Oeste,GO,Aparecida de Goiânia,Saída de pista,Manhã,22,11,1,10.0,Muito ruim,30,Crítico
2015,10,2015-10-01,Centro-Oeste,MT,Cuiabá,Capotamento,Manhã,10,13,0,27.5,Moderada,24,Crítico
2015,10,2015-10-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Noite,26,9,1,24.0,Boa,32,Grave
2015,10,2015-10-01,Sudeste,SP,São Paulo,Atropelamento,Tarde,24,13,3,41.5,Ruim,43,Crítico
2015,10,2015-10-01,Sudeste,SP,Campinas,Saída de pista,Tarde,19,9,1,41.6,Muito ruim,32,Moderado
2015,10,2015-10-01,Sudeste,SP,Ribeirão Preto,Atropelamento,Tarde,19,10,1,8.9,Ruim,43,Crítico
2015,10,2015-10-01,Sudeste,RJ,Rio de Janeiro,Atropelamento,Noite,22,8,0,24.0,Moderada,37,Leve
2015,10,2015-10-01,Sudeste,RJ,Niterói,Capotamento,Madrugada,27,13,1,19.8,Boa,25,Moderado
2015,10,2015-10-01,Sudeste,RJ,Nova Iguaçu,Saída de pista,Tarde,20,14,0,27.6,Muito ruim,40,Leve
2015,10,2015-10-01,Sudeste,RJ,Petrópolis,Colisão,Tarde,16,16,2,35.0,Muito ruim,39,Leve
2015,10,2015-10-01,Sudeste,MG,Belo Horizonte,Colisão,Tarde,20,14,1,10.9,Ruim,37,Grave
2015,10,2015-10-01,Sudeste,MG,Uberlândia,Atropelamento,Noite,12,6,0,42.3,Moderada,36,Moderado
2015,10,2015-10-01,Sudeste,MG,Juiz de Fora,Colisão,Tarde,22,21,0,11.3,Moderada,45,Crítico
2015,10,2015-10-01,Sudeste,ES,Vitória,Atropelamento,Noite,21,10,0,49.2,Boa,38,Leve
2015,10,2015-10-01,Sudeste,ES,Vila Velha,Saída de pista,Noite,24,11,0,4.3,Ruim,41,Moderado
2015,10,2015-10-01,Sudeste,ES,Serra,Saída de pista,Manhã,17,7,0,24.5,Muito ruim,35,Leve
2015,10,2015-10-01,Sul,PR,Curitiba,Colisão,Noite,24,8,0,11.4,Boa,41,Grave
2015,10,2015-10-01,Sul,PR,Londrina,Capotamento,Madrugada,14,15,1,36.6,Ruim,31,Leve
2015,10,2015-10-01,Sul,SC,Florianópolis,Atropelamento,Tarde,17,15,1,41.5,Moderada,35,Crítico
2015,10,2015-10-01,Sul,SC,Joinville,Colisão,Madrugada,28,10,2,5.7,Muito ruim,27,Grave
2015,10,2015-10-01,Sul,RS,Porto Alegre,Capotamento,Manhã,11,10,0,41.1,Muito ruim,44,Crítico
2015,10,2015-10-01,Sul,RS,Caxias do Sul,Colisão,Tarde,25,10,1,21.3,Moderada,28,Leve
2015,11,2015-11-01,Norte,AM,Manaus,Capotamento,Noite,17,14,3,14.1,Muito ruim,30,Moderado
2015,11,2015-11-01,Norte,PA,Belém,Capotamento,Manhã,26,7,2,12.3,Ruim,36,Grave
2015,11,2015-11-01,Norte,PA,Santarém,Colisão,Tarde,26,13,4,34.1,Muito ruim,21,Grave
2015,11,2015-11-01,Norte,RO,Porto Velho,Saída de pista,Madrugada,28,15,0,51.7,Muito ruim,26,Grave
2015,11,2015-11-01,Norte,TO,Palmas,Colisão,Manhã,24,17,1,4.7,Ruim,22,Leve
2015,11,2015-11-01,Nordeste,BA,Salvador,Capotamento,Noite,22,12,1,17.4,Moderada,17,Moderado
2015,11,2015-11-01,Nordeste,BA,Feira de Santana,Colisão,Madrugada,27,9,2,22.5,Boa,36,Grave
2015,11,2015-11-01,Nordeste,PE,Recife,Saída de pista,Manhã,25,18,1,82.2,Boa,35,Leve
2015,11,2015-11-01,Nordeste,PE,Jaboatão dos Guararapes,Capotamento,Manhã,16,11,0,45.0,Muito ruim,47,Crítico
2015,11,2015-11-01,Nordeste,CE,Fortaleza,Capotamento,Manhã,23,10,0,23.1,Moderada,41,Moderado
2015,11,2015-11-01,Nordeste,CE,Juazeiro do Norte,Capotamento,Manhã,15,13,0,0.9,Muito ruim,38,Moderado
2015,11,2015-11-01,Nordeste,MA,São Luís,Capotamento,Madrugada,15,17,0,14.7,Boa,41,Crítico
2015,11,2015-11-01,Nordeste,PB,João Pessoa,Saída de pista,Noite,20,12,1,19.6,Ruim,36,Grave
2015,11,2015-11-01,Centro-Oeste,DF,Brasília,Colisão,Madrugada,16,15,2,13.8,Ruim,32,Moderado
2015,11,2015-11-01,Centro-Oeste,GO,Goiânia,Capotamento,Noite,26,6,3,24.2,Muito ruim,33,Moderado
2015,11,2015-11-01,Centro-Oeste,GO,Aparecida de Goiânia,Colisão,Tarde,15,12,3,47.9,Ruim,34,Crítico
2015,11,2015-11-01,Centro-Oeste,MT,Cuiabá,Colisão,Noite,26,11,1,25.0,Boa,55,Moderado
2015,11,2015-11-01,Centro-Oeste,MS,Campo Grande,Saída de pista,Tarde,23,8,2,37.9,Ruim,36,Moderado
2015,11,2015-11-01,Sudeste,SP,São Paulo,Saída de pista,Manhã,23,10,2,29.8,Boa,45,Leve
2015,11,2015-11-01,Sudeste,SP,Campinas,Colisão,Madrugada,16,17,1,43.9,Ruim,38,Leve
2015,11,2015-11-01,Sudeste,SP,Ribeirão Preto,Colisão,Manhã,24,16,0,12.4,Muito ruim,36,Leve
2015,11,2015-11-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Noite,12,16,1,66.8,Muito ruim,39,Crítico
2015,11,2015-11-01,Sudeste,RJ,Niterói,Capotamento,Manhã,18,5,1,38.8,Muito ruim,29,Grave
2015,11,2015-11-01,Sudeste,RJ,Nova Iguaçu,Atropelamento,Tarde,15,7,2,16.9,Boa,30,Grave
2015,11,2015-11-01,Sudeste,RJ,Petrópolis,Colisão,Manhã,22,11,0,16.3,Ruim,42,Moderado
2015,11,2015-11-01,Sudeste,MG,Belo Horizonte,Capotamento,Noite,18,12,2,27.1,Boa,30,Crítico
2015,11,2015-11-01,Sudeste,MG,Uberlândia,Atropelamento,Noite,23,9,0,12.1,Moderada,38,Moderado
2015,11,2015-11-01,Sudeste,MG,Juiz de Fora,Atropelamento,Manhã,20,8,0,2.1,Ruim,44,Leve
2015,11,2015-11-01,Sudeste,ES,Vitória,Saída de pista,Tarde,26,15,3,16.9,Boa,30,Leve
2015,11,2015-11-01,Sudeste,ES,Vila Velha,Capotamento,Manhã,20,13,1,18.3,Muito ruim,35,Moderado
2015,11,2015-11-01,Sudeste,ES,Serra,Capotamento,Noite,17,9,0,42.1,Muito ruim,29,Crítico
2015,11,2015-11-01,Sul,PR,Curitiba,Colisão,Noite,22,11,2,63.3,Ruim,42,Leve
2015,11,2015-11-01,Sul,PR,Londrina,Colisão,Tarde,23,14,0,34.3,Muito ruim,43,Crítico
2015,11,2015-11-01,Sul,SC,Florianópolis,Atropelamento,Manhã,21,12,1,28.3,Boa,29,Grave
2015,11,2015-11-01,Sul,SC,Joinville,Capotamento,Noite,18,7,1,40.7,Muito ruim,29,Grave
2015,11,2015-11-01,Sul,RS,Porto Alegre,Saída de pista,Noite,28,17,0,7.7,Moderada,27,Grave
2015,11,2015-11-01,Sul,RS,Caxias do Sul,Atropelamento,Madrugada,18,12,0,15.9,Ruim,27,Grave
2015,12,2015-12-01,Norte,AM,Manaus,Atropelamento,Madrugada,21,10,0,20.2,Muito ruim,33,Crítico
2015,12,2015-12-01,Norte,PA,Belém,Saída de pista,Manhã,28,11,0,14.1,Ruim,38,Moderado
2015,12,2015-12-01,Norte,PA,Santarém,Atropelamento,Noite,22,12,2,69.0,Moderada,37,Crítico
2015,12,2015-12-01,Norte,RO,Porto Velho,Atropelamento,Tarde,15,25,0,38.8,Muito ruim,32,Crítico
2015,12,2015-12-01,Norte,TO,Palmas,Capotamento,Tarde,18,7,0,15.3,Boa,24,Grave
2015,12,2015-12-01,Nordeste,BA,Salvador,Colisão,Noite,21,18,1,72.5,Ruim,33,Crítico
2015,12,2015-12-01,Nordeste,BA,Feira de Santana,Saída de pista,Madrugada,18,13,1,45.1,Muito ruim,38,Leve
2015,12,2015-12-01,Nordeste,PE,Recife,Capotamento,Noite,18,13,1,49.3,Ruim,28,Leve
2015,12,2015-12-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Manhã,25,7,0,42.8,Ruim,36,Grave
2015,12,2015-12-01,Nordeste,CE,Fortaleza,Saída de pista,Tarde,20,10,1,7.6,Ruim,30,Crítico
2015,12,2015-12-01,Nordeste,CE,Juazeiro do Norte,Saída de pista,Tarde,25,12,1,27.2,Muito ruim,34,Grave
2015,12,2015-12-01,Nordeste,MA,São Luís,Colisão,Manhã,15,13,1,11.0,Ruim,35,Crítico
2015,12,2015-12-01,Nordeste,PB,João Pessoa,Atropelamento,Madrugada,20,17,3,2.4,Muito ruim,34,Leve
2015,12,2015-12-01,Centro-Oeste,DF,Brasília,Atropelamento,Tarde,24,19,1,14.7,Boa,36,Crítico
2015,12,2015-12-01,Centro-Oeste,GO,Goiânia,Colisão,Noite,13,13,0,57.4,Boa,38,Leve
2015,12,2015-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Capotamento,Madrugada,18,16,2,6.7,Boa,34,Grave
2015,12,2015-12-01,Centro-Oeste,MT,Cuiabá,Capotamento,Manhã,21,9,1,53.7,Moderada,43,Leve
2015,12,2015-12-01,Centro-Oeste,MS,Campo Grande,Capotamento,Noite,25,13,0,66.4,Ruim,40,Leve
2015,12,2015-12-01,Sudeste,SP,São Paulo,Capotamento,Madrugada,19,14,0,37.8,Boa,26,Grave
2015,12,2015-12-01,Sudeste,SP,Campinas,Capotamento,Noite,24,13,1,42.8,Muito ruim,34,Grave
2015,12,2015-12-01,Sudeste,SP,Ribeirão Preto,Colisão,Manhã,12,15,0,28.6,Muito ruim,41,Leve
2015,12,2015-12-01,Sudeste,RJ,Rio de Janeiro,Capotamento,Madrugada,21,14,1,1.6,Boa,50,Crítico
2015,12,2015-12-01,Sudeste,RJ,Niterói,Colisão,Tarde,25,9,0,2.3,Boa,42,Crítico
2015,12,2015-12-01,Sudeste,RJ,Nova Iguaçu,Capotamento,Noite,17,10,0,49.3,Boa,30,Moderado
2015,12,2015-12-01,Sudeste,RJ,Petrópolis,Saída de pista,Noite,24,13,1,35.2,Boa,44,Grave
2015,12,2015-12-01,Sudeste,MG,Belo Horizonte,Atropelamento,Tarde,17,8,1,34.8,Boa,32,Moderado
2015,12,2015-12-01,Sudeste,MG,Uberlândia,Saída de pista,Noite,16,14,2,24.0,Ruim,36,Crítico
2015,12,2015-12-01,Sudeste,MG,Juiz de Fora,Saída de pista,Tarde,30,12,1,56.9,Muito ruim,39,Moderado
2015,12,2015-12-01,Sudeste,ES,Vitória,Colisão,Noite,27,13,0,8.7,Moderada,36,Grave
2015,12,2015-12-01,Sudeste,ES,Vila Velha,Saída de pista,Noite,19,12,0,4.6,Ruim,31,Leve
2015,12,2015-12-01,Sudeste,ES,Serra,Colisão,Noite,17,10,1,9.6,Moderada,36,Moderado
2015,12,2015-12-01,Sul,PR,Curitiba,Atropelamento,Manhã,17,6,1,37.3,Muito ruim,38,Crítico
2015,12,2015-12-01,Sul,PR,Londrina,Colisão,Madrugada,22,11,2,8.3,Moderada,32,Leve
2015,12,2015-12-01,Sul,SC,Florianópolis,Saída de pista,Tarde,22,15,3,27.3,Moderada,37,Crítico
2015,12,2015-12-01,Sul,SC,Joinville,Colisão,Madrugada,21,6,1,22.3,Moderada,30,Grave
2015,12,2015-12-01,Sul,RS,Porto Alegre,Atropelamento,Madrugada,26,14,1,24.7,Muito ruim,31,Grave
2015,12,2015-12-01,Sul,RS,Caxias do Sul,Atropelamento,Tarde,17,5,1,33.8,Moderada,28,Moderado
2016,1,2016-01-01,Norte,AM,Manaus,Capotamento,Tarde,22,12,0,28.5,Ruim,45,Leve
2016,1,2016-01-01,Norte,PA,Belém,Saída de pista,Manhã,21,16,0,16.9,Muito ruim,27,Grave
2016,1,2016-01-01,Norte,PA,Santarém,Saída de pista,Tarde,17,16,1,3.2,Muito ruim,37,Leve
2016,1,2016-01-01,Norte,RO,Porto Velho,Capotamento,Tarde,15,15,0,8.7,Ruim,34,Grave
2016,1,2016-01-01,Norte,TO,Palmas,Colisão,Tarde,19,9,1,47.3,Ruim,47,Moderado
2016,1,2016-01-01,Nordeste,BA,Salvador,Capotamento,Madrugada,17,7,1,39.0,Moderada,28,Leve
2016,1,2016-01-01,Nordeste,BA,Feira de Santana,Capotamento,Madrugada,29,13,1,43.1,Boa,34,Crítico
2016,1,2016-01-01,Nordeste,PE,Recife,Colisão,Manhã,21,17,1,26.4,Ruim,41,Crítico
2016,1,2016-01-01,Nordeste,PE,Jaboatão dos Guararapes,Colisão,Noite,27,13,1,32.6,Moderada,37,Moderado
2016,1,2016-01-01,Nordeste,CE,Fortaleza,Saída de pista,Tarde,17,15,2,6.8,Boa,37,Crítico
2016,1,2016-01-01,Nordeste,CE,Juazeiro do Norte,Saída de pista,Tarde,18,10,0,54.9,Boa,39,Moderado
